,Day,Date,workoutActivityType,duration,durationUnit,distance,heartRateAverage,activeEnergyBurned,basalEnergyBurned,avg_pace_min,avg_pace_mmss
0,Thursday,2019-10-03,Cycling,22.69852885007858,min,5.52326,114.42066666666666,105.834,48.982,4.109625266614025,4:07
1,Friday,2019-10-04,Walking,31.92787481745084,min,2.5164,103.71362500000001,184.481,69.6507,12.687917190212541,12:41
2,Saturday,2019-10-05,Walking,33.05242548187574,min,2.76761,101.99539999999999,184.941,72.3965,11.942587821938691,11:57
3,Sunday,2019-10-06,Walking,8.179219818115234,min,0.62855,125.966,60.8969,17.6831,13.012838784687348,13:01
4,Sunday,2019-10-06,Walking,19.65910863280296,min,1.28886,129.558,118.049,42.8754,15.253098577660072,15:15
5,Thursday,2019-10-10,Walking,26.91192156672478,min,2.4247,128.03300000000002,185.097,58.9589,11.099072696302544,11:06
6,Saturday,2019-10-12,Cycling,44.75112748344739,min,12.3395,122.3695,359.359,98.2229,3.6266564677213333,3:38
7,Sunday,2019-10-13,Walking,14.89195388356845,min,1.26884,113.596,86.3762,32.5463,11.736668046064477,11:44
8,Monday,2019-10-14,Walking,29.76262098352114,min,2.4594,107.0395,172.14,65.2491,12.101578020460737,12:06
9,Wednesday,2019-11-27,Walking,23.89699924985568,min,1.86965,111.50766666666668,136.123,52.1859,12.781536250023095,12:47
10,Thursday,2019-11-28,Walking,23.02441561619441,min,1.88003,128.75666666666666,152.667,50.4426,12.246834154877533,12:15
11,Friday,2019-11-29,Walking,28.30555373430252,min,2.50393,126.37933333333335,206.485,61.9549,11.304450896911064,11:18
12,Saturday,2019-11-30,Walking,33.20462378263473,min,3.03837,116.78075,231.019,72.767,10.928433266071849,10:56
13,Monday,2019-12-02,Walking,24.68666086792946,min,2.21945,122.261,149.088,54.1055,11.122873174853886,11:07
14,Tuesday,2019-12-03,Walking,27.26686789989471,min,2.50766,117.266,191.148,59.72,10.873430967473546,10:52
15,Thursday,2019-12-05,Walking,26.10384135047595,min,2.4148,125.75,197.05,57.2841,10.809939270530043,10:49
16,Friday,2019-12-06,Walking,25.90424300034841,min,2.48284,127.35533333333335,208.121,56.7459,10.433311449931695,10:26
17,Saturday,2019-12-07,Walking,32.18962151606878,min,3.14163,123.07875,252.142,70.5204,10.246152957563043,10:15
18,Tuesday,2019-12-10,Walking,20.81145348350207,min,1.86054,109.03166666666665,134.502,45.5275,11.185706022714948,11:11
19,Wednesday,2019-12-11,Walking,33.59178498387337,min,3.17415,117.11666666666666,211.271,73.6796,10.582922982175816,10:35
20,Thursday,2019-12-12,Walking,25.68514119982719,min,2.54132,115.77266666666667,182.113,56.233,10.107007854118015,10:06
21,Thursday,2019-12-12,Walking,40.36394130190214,min,3.88533,118.2005,321.845,88.5537,10.388806433919934,10:23
22,Friday,2019-12-13,Walking,45.39616914987564,min,4.14532,114.0922,319.783,99.6573,10.951185710602713,10:57
23,Sunday,2019-12-15,Cycling,66.5820616821448,min,15.8944,120.94371428571428,390.67,143.879,4.189026429569207,4:11
24,Monday,2019-12-16,Walking,44.21373003323873,min,4.09769,110.8836,297.478,97.0148,10.789915789930115,10:47
25,Tuesday,2019-12-17,Walking,36.6516486008962,min,3.17909,106.7065,218.999,80.3879,11.528974832702504,11:32
26,Wednesday,2019-12-18,Walking,21.33457953333855,min,1.8767,104.5655,124.719,46.6432,11.368135308434248,11:22
27,Thursday,2019-12-19,Walking,10.9808547993501,min,0.9563,103.025,57.9795,23.8795,11.482646449179231,11:29
28,Friday,2019-12-27,Walking,27.16419046719869,min,2.36311,99.99596666666667,163.96,59.5133,11.49510199152756,11:30
29,Saturday,2020-01-04,Cycling,74.7477693339189,min,16.6147,122.74428571428572,455.247,158.066,4.498893710624862,4:30
30,Sunday,2020-01-05,Cycling,80.16544288198153,min,21.0789,127.49455555555556,617.383,173.048,3.803113202395833,3:48
31,Saturday,2020-01-11,Cycling,48.69554799993833,min,12.3151,133.6422,372.922,105.664,3.9541333809663204,3:57
32,Sunday,2020-01-12,Cycling,70.08226834932962,min,18.8803,135.2697142857143,570.118,149.921,3.711925570532758,3:43
33,Monday,2020-01-13,Walking,27.63670873443285,min,2.60925,110.40499999999999,164.838,60.5888,10.591820919587182,10:36
34,Wednesday,2020-01-15,Walking,21.08559115131696,min,1.94141,100.38974999999999,119.251,46.1596,10.860967622149346,10:52
35,Thursday,2020-01-16,Walking,22.96164001623789,min,2.00299,101.56700000000001,127.973,50.1863,11.463681803822231,11:28
36,Friday,2020-01-17,Walking,35.10704696774483,min,3.12269,103.10412,196.768,76.8426,11.242565534121168,11:15
37,Monday,2020-01-20,Walking,26.53641655047734,min,2.52468,111.462,174.862,58.1306,10.510803963463623,10:31
38,Tuesday,2020-01-21,Walking,34.01010054945946,min,3.22907,113.99566666666665,214.535,74.7464,10.532475464904588,10:32
39,Monday,2020-01-27,Walking,31.32402080098788,min,3.12809,119.49824999999998,233.178,68.7212,10.013785025682727,10:01
40,Tuesday,2020-01-28,Walking,34.65667450030644,min,3.16847,114.63475,237.657,76.077,10.937984105990095,10:56
41,Wednesday,2020-01-29,Walking,22.05510669946671,min,2.06435,125.31400000000001,179.979,48.2654,10.683802019747963,10:41
42,Thursday,2020-01-30,Walking,33.77940423289935,min,3.15265,105.42835,207.474,74.2692,10.714606516073575,10:43
43,Friday,2020-01-31,Walking,33.23950866659482,min,3.19901,117.00925,217.341,72.9242,10.390561038132054,10:23
44,Saturday,2020-02-01,Cycling,70.83005263408025,min,19.5797,127.04491428571428,537.659,154.42,3.6175249178526867,3:37
45,Monday,2020-02-03,Cycling,81.9483591834704,min,22.4167,132.38524999999998,669.218,177.941,3.6556834495474537,3:39
46,Tuesday,2020-02-04,Walking,34.44592036604881,min,3.21029,107.01185,218.642,74.6957,10.729846950290725,10:44
47,Wednesday,2020-02-05,Walking,32.23552378217379,min,3.16951,110.81233333333334,213.573,69.981,10.170507044361367,10:10
48,Thursday,2020-02-06,Walking,31.54125533302625,min,3.19529,125.94149999999999,254.962,68.3507,9.871171422007471,9:52
49,Friday,2020-02-07,Walking,31.36383943160375,min,3.18845,122.61633333333334,259.143,68.045,9.836704176513274,9:50
50,Saturday,2020-02-08,Cycling,58.60586601694425,min,16.7055,127.40800000000002,478.613,126.607,3.5081779064945224,3:30
51,Sunday,2020-02-09,Cycling,82.23079005082448,min,20.6633,100.21505384615384,542.272,172.853,3.979557478758208,3:59
52,Wednesday,2020-02-12,Walking,33.10670199990273,min,3.16722,110.92399999999999,215.143,71.825,10.452921489477438,10:27
53,Thursday,2020-02-13,Walking,39.69300504922867,min,3.80803,118.2212,295.124,86.0719,10.423501140807364,10:25
54,Friday,2020-02-14,Walking,32.25732605059942,min,3.18911,113.26319999999998,222.756,70.2821,10.114836443584391,10:07
55,Saturday,2020-02-15,Cycling,65.91123286684355,min,19.5678,129.14100000000002,556.577,143.027,3.3683517240999783,3:22
56,Sunday,2020-02-16,Cycling,68.31378280123074,min,18.2359,120.74466666666666,512.752,147.08,3.7461152343032555,3:45
57,Monday,2020-02-17,Walking,32.39145063360532,min,3.15377,116.94999999999999,232.955,70.2314,10.270707957018208,10:16
